Lead_ID,Customer_Name,Industry,Country,Lead_Source,Budget,Company_Size,Salesperson,Status,Revenue,Meetings,Emails,Website_Visits,Last_Contact,Created_Date,Converted,Churned
L100185,Customer_00185,Manufacturing,India,Cold Call,9984.03,501-1000,Bob Smith,Qualified,0.0,3,35,61,2024-11-26,2024-08-13,0,0
L100186,Customer_00186,Finance,Japan,Email Campaign,11607.47,1-10,Emma Brown,Won,0.0,2,28,85,2025-01-27,2024-12-21,0,0
L100187,Customer_00187,Retail,United Kingdom,Cold Call,30840.08,501-1000,Frank Miller,Contacted,0.0,12,31,38,2026-08-02,2026-03-31,0,0
L100188,Customer_00188,Healthcare,Japan,Website,24110.32,11-50,Alice Johnson,New,0.0,14,4,26,2026-08-18,2026-02-27,0,0
L100189,Customer_00189,Retail,Germany,Paid Ads,10901.82,201-500,Grace Lee,Negotiation,0.0,14,36,32,2026-02-11,2025-11-03,0,0
L100190,Customer_00190,Real Estate,Brazil,Website,6422.86,1000+,Carol Davis,Contacted,0.0,1,34,79,2026-04-23,2026-01-04,0,0
L100191,Customer_00191,Real Estate,United Arab Emirates,Social Media,11582.2,1000+,Frank Miller,Proposal Sent,0.0,18,7,52,2025-06-06,2025-01-30,0,0
L100192,Customer_00192,Real Estate,Canada,Website,8271.67,201-500,Grace Lee,Lost,0.0,10,31,25,2024-08-10,2024-07-26,0,0
L100193,Customer_00193,Retail,United States,Trade Show,44674.24,11-50,Alice Johnson,Contacted,0.0,11,19,71,2025-06-25,2025-05-29,0,0
L100194,Customer_00194,Hospitality,France,Paid Ads,22743.36,201-500,Grace Lee,Proposal Sent,0.0,17,25,66,2025-01-17,2024-10-09,0,0
L100195,Customer_00195,Technology,Canada,Trade Show,7815.42,501-1000,Henry Chen,Won,0.0,5,40,51,2025-11-17,2025-09-07,0,0
L100196,Customer_00196,Retail,United Arab Emirates,Social Media,6428.56,201-500,Henry Chen,Negotiation,0.0,10,16,61,2025-07-07,2025-03-05,0,0
L100197,Customer_00197,Finance,United Arab Emirates,Partner,7747.93,51-200,Bob Smith,Won,0.0,1,45,23,2025-08-06,2025-02-23,0,0
L100198,Customer_00198,Retail,Australia,Paid Ads,9034.65,51-200,David Wilson,Won,0.0,9,20,18,2026-05-07,2025-12-18,0,0
L100199,Customer_00199,Hospitality,United Arab Emirates,Partner,11888.3,201-500,Bob Smith,Proposal Sent,0.0,5,25,80,2025-03-11,2025-01-31,0,0
L100200,Customer_00200,Retail,Canada,Referral,29149.19,1-10,David Wilson,Proposal Sent,0.0,3,1,68,2025-08-19,2025-06-25,0,0
L100201,Customer_00201,Hospitality,Canada,Social Media,6791.58,1000+,Henry Chen,Negotiation,0.0,12,6,97,2025-06-19,2025-05-25,0,0
L100202,Customer_00202,Manufacturing,Japan,Partner,66348.48,1-10,Grace Lee,Negotiation,0.0,2,14,93,2026-02-03,2026-01-17,0,0
L100203,Customer_00203,Real Estate,India,Cold Call,6902.85,1000+,Grace Lee,Negotiation,6326.29,19,48,36,2026-04-13,2025-11-30,1,0
L100204,Customer_00204,Manufacturing,Australia,Trade Show,4982.4,1-10,David Wilson,Qualified,0.0,4,12,46,2025-03-05,2024-11-01,0,0
L100205,Customer_00205,Healthcare,Canada,Website,43556.46,201-500,Henry Chen,Won,0.0,1,19,84,2025-05-29,2025-04-25,0,0
L100206,Customer_00206,Telecom,Brazil,Paid Ads,33687.39,51-200,Henry Chen,Contacted,0.0,8,42,0,2026-08-20,2026-04-16,0,0
L100207,Customer_00207,Hospitality,Brazil,Social Media,11758.78,201-500,Grace Lee,New,0.0,7,15,86,2025-09-07,2025-06-17,0,0
L100208,Customer_00208,Healthcare,Canada,Trade Show,17447.17,51-200,Grace Lee,Contacted,0.0,13,40,16,2025-09-29,2025-04-25,0,0
L100209,Customer_00209,Telecom,United States,Partner,17758.12,1000+,Frank Miller,Contacted,0.0,13,5,26,2025-04-22,2024-12-15,0,0
L100210,Customer_00210,Healthcare,United Kingdom,Referral,14701.41,1-10,Alice Johnson,Negotiation,0.0,11,6,48,2024-12-23,2024-11-05,0,0
L100211,Customer_00211,Telecom,United Kingdom,Email Campaign,5390.88,1000+,Carol Davis,Contacted,0.0,11,0,70,2025-06-25,2025-03-30,0,0
L100212,Customer_00212,Telecom,Canada,Partner,2351.06,501-1000,Grace Lee,Negotiation,0.0,15,6,35,2026-08-22,2026-07-11,0,0
L100213,Customer_00213,Manufacturing,India,Referral,7395.98,501-1000,Carol Davis,Proposal Sent,0.0,13,30,93,2026-01-01,2025-07-23,0,0
L100214,Customer_00214,Telecom,Japan,Partner,47634.29,1-10,Bob Smith,New,0.0,2,4,78,2026-05-23,2026-02-20,0,0
L100215,Customer_00215,Healthcare,Germany,Cold Call,48961.5,1-10,Henry Chen,Contacted,0.0,9,30,73,2026-12-12,2026-07-07,0,0
L100216,Customer_00216,Technology,Brazil,Social Media,11122.38,51-200,David Wilson,Proposal Sent,0.0,13,29,77,2024-12-15,2024-09-14,0,0
L100217,Customer_00217,Technology,India,Social Media,6832.36,11-50,Grace Lee,Won,0.0,5,11,3,2026-06-19,2026-03-21,0,0
L100218,Customer_00218,Manufacturing,United States,Trade Show,16231.11,501-1000,Carol Davis,Qualified,0.0,17,1,82,2026-02-24,2026-01-22,0,0
L100219,Customer_00219,Hospitality,France,Partner,18165.63,1000+,Carol Davis,Contacted,0.0,9,8,60,2026-05-08,2025-11-17,0,0
L100220,Customer_00220,Finance,France,Cold Call,20343.23,51-200,Carol Davis,Contacted,0.0,6,7,18,2025-12-14,2025-08-15,0,0
L100221,Customer_00221,Manufacturing,Japan,Referral,2278.06,501-1000,Carol Davis,New,0.0,7,26,77,2025-06-28,2025-05-07,0,0
L100222,Customer_00222,Telecom,United Arab Emirates,Email Campaign,121835.78,1-10,David Wilson,New,94798.96,12,46,10,2026-05-06,2025-12-06,1,0
L100223,Customer_00223,Healthcare,Japan,Social Media,29517.31,501-1000,Carol Davis,Lost,0.0,14,21,61,2025-01-30,2024-12-19,0,0
L100224,Customer_00224,Telecom,Australia,Partner,11631.77,1-10,Grace Lee,New,0.0,5,31,56,2026-04-13,2026-03-27,0,0
L100225,Customer_00225,Retail,Canada,Partner,8079.34,501-1000,Carol Davis,New,0.0,3,15,2,2024-12-17,2024-08-19,0,0
L100226,Customer_00226,Energy,France,Cold Call,26665.18,51-200,David Wilson,Lost,0.0,1,4,37,2025-03-17,2024-11-03,0,0
L100227,Customer_00227,Education,Brazil,Paid Ads,18897.34,51-200,Grace Lee,Negotiation,0.0,9,10,12,2025-08-20,2025-05-09,0,0
L100228,Customer_00228,Education,United States,Website,14249.87,11-50,David Wilson,Qualified,0.0,18,23,94,2026-10-21,2026-06-15,0,0
L100229,Customer_00229,Finance,Germany,Website,18413.41,51-200,Alice Johnson,Negotiation,14727.44,19,42,80,2025-03-20,2025-02-03,1,0
L100230,Customer_00230,Manufacturing,United Kingdom,Website,12346.11,1000+,Alice Johnson,Lost,0.0,11,12,99,2025-04-11,2025-02-21,0,0
L100231,Customer_00231,Energy,Canada,Paid Ads,17699.71,501-1000,David Wilson,New,0.0,10,49,48,2025-06-28,2025-04-23,0,0
L100232,Customer_00232,Technology,Germany,Referral,22213.47,51-200,Frank Miller,Contacted,0.0,10,31,32,2026-02-03,2025-12-28,0,0
L100233,Customer_00233,Telecom,United Kingdom,Social Media,16989.01,11-50,Henry Chen,Won,0.0,4,17,95,2025-10-20,2025-09-09,0,0
L100234,Customer_00234,Manufacturing,France,Partner,16377.2,201-500,Bob Smith,Won,0.0,8,31,30,2025-09-28,2025-09-20,0,0
L100235,Customer_00235,Telecom,Japan,Partner,35418.94,501-1000,Emma Brown,Lost,0.0,18,34,41,2025-06-12,2025-05-01,0,0
L100236,Customer_00236,Real Estate,Australia,Paid Ads,4367.84,11-50,Carol Davis,Contacted,0.0,12,34,13,2026-02-27,2025-11-21,0,0
L100237,Customer_00237,Manufacturing,Japan,Website,7642.52,501-1000,David Wilson,Lost,0.0,4,43,82,2025-12-06,2025-10-01,0,0
L100238,Customer_00238,Retail,United Arab Emirates,Email Campaign,13610.44,1000+,David Wilson,Contacted,0.0,1,33,11,2024-12-12,2024-09-26,0,0
L100239,Customer_00239,Real Estate,United Arab Emirates,Social Media,8015.18,1000+,Carol Davis,Negotiation,0.0,15,1,3,2026-02-05,2025-08-23,0,0
L100240,Customer_00240,Finance,France,Trade Show,10125.15,201-500,Alice Johnson,Lost,0.0,18,18,83,2025-05-14,2025-05-13,0,0
L100241,Customer_00241,Education,Japan,Social Media,32906.29,11-50,Alice Johnson,New,0.0,2,45,84,2025-02-20,2024-09-23,0,0
L100242,Customer_00242,Technology,United Arab Emirates,Social Media,12036.76,11-50,Emma Brown,Contacted,0.0,7,10,85,2024-09-04,2024-08-30,0,0
L100243,Customer_00243,Real Estate,United Arab Emirates,Cold Call,3712.84,501-1000,Bob Smith,Proposal Sent,0.0,17,24,85,2025-09-04,2025-06-04,0,0
L100244,Customer_00244,Real Estate,France,Website,9933.43,51-200,Carol Davis,Won,0.0,5,25,14,2026-01-31,2026-01-08,0,0
L100245,Customer_00245,Technology,Germany,Email Campaign,13914.4,1-10,Alice Johnson,New,0.0,3,27,36,2026-08-01,2026-05-08,0,0
L100246,Customer_00246,Telecom,Australia,Cold Call,13736.1,501-1000,Alice Johnson,Won,0.0,7,43,76,2025-04-10,2024-10-31,0,0
L100247,Customer_00247,Manufacturing,United Arab Emirates,Social Media,19716.8,1-10,Bob Smith,Contacted,0.0,7,26,30,2025-07-08,2025-07-03,0,0
L100248,Customer_00248,Telecom,United Arab Emirates,Partner,18621.5,1000+,David Wilson,Qualified,0.0,9,0,77,2025-09-01,2025-06-02,0,0
L100249,Customer_00249,Technology,Australia,Social Media,12122.54,51-200,Bob Smith,Contacted,0.0,19,12,90,2024-11-15,2024-08-24,0,0
L100250,Customer_00250,Finance,United Kingdom,Social Media,5795.7,51-200,Bob Smith,Lost,0.0,19,31,96,2026-01-11,2025-10-22,0,0
L100251,Customer_00251,Manufacturing,Canada,Website,9810.44,1-10,Carol Davis,New,0.0,11,39,77,2026-08-28,2026-05-08,0,0
L100252,Customer_00252,Finance,Brazil,Trade Show,8639.12,11-50,Carol Davis,Proposal Sent,0.0,1,32,79,2025-05-13,2025-03-16,0,0
L100253,Customer_00253,Retail,Australia,Email Campaign,10942.69,1000+,Alice Johnson,New,0.0,5,36,59,2024-12-29,2024-08-11,0,0
L100254,Customer_00254,Real Estate,France,Website,21672.9,201-500,Alice Johnson,Lost,0.0,3,12,7,2026-04-29,2026-03-18,0,0
L100255,Customer_00255,Finance,France,Referral,17727.49,1000+,Henry Chen,Won,0.0,0,4,43,2024-10-02,2024-07-30,0,0
L100256,Customer_00256,Real Estate,United States,Partner,23784.85,1000+,Frank Miller,Contacted,0.0,7,47,95,2025-09-13,2025-06-21,0,0
L100257,Customer_00257,Finance,Germany,Paid Ads,10210.19,1-10,Alice Johnson,Contacted,0.0,0,28,91,2025-11-18,2025-06-06,0,0
L100258,Customer_00258,Finance,India,Social Media,38401.53,51-200,Carol Davis,Qualified,0.0,11,36,23,2024-11-23,2024-08-19,0,0
L100259,Customer_00259,Education,Germany,Paid Ads,21396.59,1000+,David Wilson,Qualified,0.0,5,47,74,2026-04-20,2025-11-20,0,0
L100260,Customer_00260,Telecom,United Arab Emirates,Referral,14451.66,51-200,Henry Chen,Won,0.0,14,9,30,2025-02-16,2025-01-22,0,0
L100261,Customer_00261,Finance,United States,Cold Call,20380.68,201-500,Henry Chen,Proposal Sent,0.0,10,43,41,2026-07-28,2026-07-14,0,0
L100262,Customer_00262,Healthcare,Australia,Paid Ads,8324.58,201-500,Grace Lee,Qualified,8803.64,19,18,64,2025-06-15,2025-03-17,1,0
L100263,Customer_00263,Hospitality,Canada,Referral,3052.98,501-1000,Alice Johnson,Negotiation,0.0,9,31,49,2026-12-18,2026-07-09,0,0
L100264,Customer_00264,Hospitality,Japan,Trade Show,8736.92,1000+,David Wilson,Qualified,0.0,3,19,60,2026-08-28,2026-07-17,0,0
L100265,Customer_00265,Education,Japan,Referral,22543.9,1000+,David Wilson,New,0.0,18,9,9,2025-11-19,2025-10-10,0,0
L100266,Customer_00266,Manufacturing,Australia,Cold Call,14131.35,201-500,Frank Miller,New,0.0,6,43,29,2025-11-16,2025-10-21,0,0
L100267,Customer_00267,Retail,India,Email Campaign,12139.45,201-500,Grace Lee,Contacted,0.0,15,17,81,2025-06-10,2024-12-26,0,0
L100268,Customer_00268,Real Estate,India,Cold Call,7379.87,51-200,Carol Davis,Proposal Sent,0.0,15,1,61,2024-10-24,2024-10-08,0,0
L100269,Customer_00269,Education,Australia,Partner,3397.93,1-10,Emma Brown,New,0.0,18,7,84,2024-12-23,2024-09-01,0,0
L100270,Customer_00270,Healthcare,United Kingdom,Paid Ads,36220.91,501-1000,Carol Davis,Proposal Sent,0.0,12,48,96,2025-06-28,2025-04-21,0,0
L100271,Customer_00271,Technology,Canada,Social Media,11550.38,1-10,Bob Smith,Contacted,0.0,10,41,35,2026-06-12,2026-03-30,0,0
L100272,Customer_00272,Finance,Germany,Social Media,9890.44,501-1000,Carol Davis,Negotiation,0.0,7,33,26,2025-07-23,2025-03-18,0,0
L100273,Customer_00273,Hospitality,Canada,Website,8348.59,51-200,Frank Miller,New,0.0,8,38,30,2025-10-15,2025-07-29,0,0
L100274,Customer_00274,Manufacturing,India,Referral,32149.94,501-1000,David Wilson,Qualified,0.0,15,32,57,2025-07-03,2025-06-29,0,0
L100275,Customer_00275,Manufacturing,Germany,Website,24759.03,1000+,Frank Miller,New,0.0,11,45,25,2025-10-28,2025-07-19,0,0
L100276,Customer_00276,Manufacturing,Germany,Partner,6788.14,201-500,Frank Miller,Contacted,0.0,0,4,39,2024-10-18,2024-10-14,0,0
L100277,Customer_00277,Telecom,Japan,Referral,30187.41,201-500,Carol Davis,New,0.0,7,3,17,2026-03-16,2025-10-16,0,0
L100278,Customer_00278,Technology,France,Cold Call,12069.67,51-200,Henry Chen,Qualified,13912.55,18,34,38,2025-02-02,2024-08-16,1,0
L100279,Customer_00279,Technology,United Kingdom,Partner,8713.43,51-200,Alice Johnson,Won,0.0,4,48,94,2025-11-18,2025-06-21,0,0
L100280,Customer_00280,Healthcare,Brazil,Trade Show,10877.71,1-10,Henry Chen,New,0.0,9,29,42,2025-05-18,2025-03-05,0,0
L100281,Customer_00281,Manufacturing,Brazil,Social Media,7720.94,1-10,Alice Johnson,Won,0.0,16,48,75,2024-11-26,2024-09-13,0,0
L100282,Customer_00282,Real Estate,Japan,Website,5299.6,501-1000,David Wilson,Proposal Sent,0.0,5,20,43,2025-03-18,2024-12-03,0,0
L100283,Customer_00283,Manufacturing,Brazil,Social Media,23000.97,1000+,Grace Lee,Proposal Sent,0.0,13,33,43,2026-02-02,2025-09-03,0,0
L100284,Customer_00284,Manufacturing,United Arab Emirates,Social Media,11447.27,1-10,Frank Miller,Proposal Sent,0.0,15,25,65,2026-07-06,2026-02-21,0,0
L100285,Customer_00285,Hospitality,Australia,Cold Call,20579.42,11-50,Carol Davis,Contacted,0.0,6,44,11,2026-07-04,2026-04-11,0,0
L100286,Customer_00286,Finance,Germany,Trade Show,16334.74,201-500,Henry Chen,Negotiation,17899.26,17,32,35,2026-03-23,2025-10-28,1,0
L100287,Customer_00287,Education,Japan,Paid Ads,19613.61,501-1000,Bob Smith,Won,0.0,8,21,13,2025-06-05,2025-03-22,0,0
L100288,Customer_00288,Education,Germany,Cold Call,3190.11,501-1000,Frank Miller,Won,0.0,5,12,19,2025-05-02,2024-12-15,0,0
L100289,Customer_00289,Manufacturing,Germany,Cold Call,7282.78,501-1000,Emma Brown,Contacted,0.0,4,15,70,2026-08-10,2026-06-28,0,0
L100290,Customer_00290,Energy,Japan,Cold Call,19901.6,1-10,Bob Smith,Negotiation,0.0,5,3,17,2025-11-06,2025-08-17,0,0
L100291,Customer_00291,Healthcare,Japan,Partner,5473.2,11-50,Henry Chen,New,0.0,11,7,20,2025-01-29,2024-09-02,0,0
L100292,Customer_00292,Hospitality,France,Website,17346.49,51-200,Grace Lee,Qualified,0.0,4,25,57,2025-01-10,2024-11-27,0,0
L100293,Customer_00293,Retail,Brazil,Paid Ads,5046.79,1-10,Alice Johnson,New,0.0,7,1,34,2024-12-22,2024-09-02,0,0
L100294,Customer_00294,Education,United Arab Emirates,Partner,13514.4,51-200,Alice Johnson,New,0.0,14,23,12,2024-10-10,2024-08-21,0,0
L100295,Customer_00295,Education,Brazil,Email Campaign,41232.96,51-200,Alice Johnson,Negotiation,0.0,17,2,95,2026-07-30,2026-05-14,0,0
L100296,Customer_00296,Energy,United States,Social Media,22976.34,1000+,David Wilson,Lost,0.0,13,8,92,2025-05-07,2025-03-10,0,0
L100297,Customer_00297,Manufacturing,India,Paid Ads,3657.3,11-50,David Wilson,New,0.0,10,34,58,2025-10-10,2025-06-13,0,0
L100298,Customer_00298,Healthcare,United Kingdom,Partner,24194.0,1000+,Frank Miller,Proposal Sent,0.0,13,1,52,2025-12-19,2025-08-06,0,0
L100299,Customer_00299,Technology,Japan,Cold Call,47837.58,501-1000,Frank Miller,Negotiation,0.0,8,16,80,2025-05-18,2024-12-15,0,0
L100300,Customer_00300,Retail,United States,Website,94647.17,501-1000,Alice Johnson,Lost,0.0,5,9,97,2024-11-09,2024-09-06,0,0
L100301,Customer_00301,Energy,United Arab Emirates,Trade Show,18630.46,501-1000,David Wilson,Negotiation,0.0,14,2,10,2025-09-19,2025-08-15,0,0
L100302,Customer_00302,Technology,United Kingdom,Referral,5140.5,1000+,Grace Lee,New,0.0,2,10,9,2025-09-17,2025-04-03,0,0
L100303,Customer_00303,Energy,Canada,Website,18111.0,11-50,Henry Chen,New,0.0,18,5,33,2025-10-14,2025-08-05,0,0
L100304,Customer_00304,Education,Germany,Paid Ads,40832.09,51-200,Carol Davis,Negotiation,0.0,8,4,30,2025-08-07,2025-04-12,0,0
L100305,Customer_00305,Finance,Japan,Email Campaign,11719.84,201-500,Alice Johnson,Contacted,0.0,16,33,89,2024-10-18,2024-08-11,0,0
L100306,Customer_00306,Retail,France,Trade Show,27727.4,1000+,Bob Smith,Lost,0.0,1,6,50,2025-05-04,2024-12-05,0,0
L100307,Customer_00307,Education,Brazil,Referral,7422.55,1-10,Carol Davis,Lost,0.0,9,46,81,2026-02-15,2026-02-02,0,0
L100308,Customer_00308,Retail,United States,Website,17337.85,51-200,David Wilson,Lost,0.0,8,24,66,2024-11-02,2024-10-26,0,0
L100309,Customer_00309,Finance,Canada,Website,2338.57,11-50,Carol Davis,Contacted,0.0,7,20,72,2025-08-30,2025-07-01,0,0
L100310,Customer_00310,Real Estate,United Arab Emirates,Cold Call,6868.94,11-50,Alice Johnson,Negotiation,0.0,10,43,95,2025-08-02,2025-05-20,0,0
L100311,Customer_00311,Real Estate,United Arab Emirates,Website,13302.61,501-1000,Carol Davis,Negotiation,0.0,13,38,58,2026-09-12,2026-04-28,0,0
L100312,Customer_00312,Finance,Germany,Email Campaign,10359.41,11-50,Carol Davis,New,0.0,18,21,77,2025-11-22,2025-08-30,0,0
L100313,Customer_00313,Healthcare,France,Cold Call,5375.29,501-1000,David Wilson,Contacted,0.0,16,48,26,2026-01-26,2025-12-12,0,0
L100314,Customer_00314,Healthcare,Canada,Social Media,9416.71,1000+,Alice Johnson,Contacted,0.0,4,26,25,2026-05-30,2026-05-17,0,0
L100315,Customer_00315,Real Estate,Australia,Social Media,16827.31,501-1000,Grace Lee,Qualified,17568.05,19,35,58,2025-03-31,2024-11-06,1,0
L100316,Customer_00316,Telecom,Australia,Cold Call,12577.2,11-50,David Wilson,Lost,8930.47,9,48,90,2026-07-17,2026-04-17,1,0
L100317,Customer_00317,Telecom,United Kingdom,Email Campaign,13941.93,1-10,Carol Davis,Won,0.0,9,36,5,2025-08-02,2025-02-12,0,0
L100318,Customer_00318,Hospitality,Brazil,Website,22300.81,51-200,Henry Chen,Contacted,0.0,0,29,50,2025-03-23,2025-01-23,0,0
L100319,Customer_00319,Telecom,Germany,Cold Call,10506.89,201-500,Frank Miller,Proposal Sent,11758.4,13,30,20,2025-06-09,2025-04-30,1,0
L100320,Customer_00320,Retail,France,Paid Ads,34593.62,501-1000,Bob Smith,New,0.0,17,32,88,2025-01-01,2024-11-14,0,0
L100321,Customer_00321,Finance,Japan,Paid Ads,6684.26,51-200,Bob Smith,Contacted,0.0,5,48,51,2026-07-10,2026-04-28,0,0
L100322,Customer_00322,Real Estate,India,Email Campaign,51513.63,11-50,Alice Johnson,New,0.0,17,35,4,2026-08-03,2026-07-09,0,0
L100323,Customer_00323,Hospitality,France,Paid Ads,29118.44,1000+,Emma Brown,Negotiation,0.0,1,14,0,2024-11-29,2024-11-06,0,0
L100324,Customer_00324,Hospitality,United Arab Emirates,Social Media,10412.91,1000+,Carol Davis,Negotiation,0.0,19,1,63,2026-07-29,2026-03-09,0,0
L100325,Customer_00325,Healthcare,France,Referral,10910.46,201-500,David Wilson,Won,0.0,5,39,23,2026-04-18,2025-12-15,0,0
L100326,Customer_00326,Healthcare,Australia,Partner,15439.97,501-1000,Emma Brown,Lost,0.0,9,24,4,2025-06-02,2025-03-04,0,0
L100327,Customer_00327,Technology,Germany,Email Campaign,20314.08,1000+,Emma Brown,New,0.0,0,20,15,2025-09-19,2025-06-25,0,0
L100328,Customer_00328,Finance,United Kingdom,Social Media,28743.98,51-200,Alice Johnson,Won,32316.89,17,46,15,2026-05-24,2026-02-24,1,0
L100329,Customer_00329,Education,Canada,Trade Show,5226.97,1-10,Alice Johnson,New,0.0,10,7,34,2026-05-16,2026-01-31,0,0
L100330,Customer_00330,Education,Australia,Cold Call,18146.08,201-500,Grace Lee,Qualified,0.0,19,1,71,2025-01-07,2024-11-17,0,0
L100331,Customer_00331,Retail,Japan,Trade Show,3036.44,51-200,Henry Chen,Proposal Sent,0.0,7,36,85,2025-11-22,2025-07-05,0,0
L100332,Customer_00332,Retail,France,Social Media,11800.41,501-1000,Grace Lee,New,0.0,1,46,53,2024-09-16,2024-09-15,0,0
L100333,Customer_00333,Energy,Japan,Cold Call,36965.44,501-1000,Henry Chen,New,0.0,13,41,94,2025-10-22,2025-06-05,0,0
L100334,Customer_00334,Manufacturing,India,Cold Call,4952.63,51-200,David Wilson,Contacted,0.0,3,43,79,2025-08-12,2025-03-23,0,0
L100335,Customer_00335,Energy,United States,Trade Show,4361.34,51-200,Grace Lee,New,0.0,12,43,16,2026-02-14,2025-11-14,0,0
L100336,Customer_00336,Hospitality,Brazil,Referral,15592.68,51-200,Henry Chen,Lost,0.0,0,34,73,2026-08-21,2026-06-29,0,0
L100337,Customer_00337,Retail,Australia,Website,35284.55,201-500,Henry Chen,Contacted,0.0,3,46,23,2025-12-21,2025-07-16,0,0
L100338,Customer_00338,Healthcare,France,Paid Ads,16777.21,201-500,Bob Smith,Proposal Sent,0.0,12,17,96,2025-06-29,2025-02-02,0,0
L100339,Customer_00339,Hospitality,Canada,Cold Call,3521.94,201-500,Bob Smith,Lost,0.0,13,37,84,2026-03-13,2025-09-27,0,0
L100340,Customer_00340,Real Estate,France,Trade Show,4112.6,201-500,David Wilson,Proposal Sent,0.0,3,4,6,2024-11-02,2024-10-31,0,0
L100341,Customer_00341,Healthcare,India,Trade Show,14305.83,1000+,Emma Brown,Qualified,0.0,3,26,17,2025-06-19,2025-02-26,0,0
L100342,Customer_00342,Real Estate,Australia,Partner,5851.95,11-50,Henry Chen,Lost,0.0,17,14,44,2025-07-17,2025-07-16,0,0
L100343,Customer_00343,Education,Canada,Trade Show,14701.14,11-50,Carol Davis,Contacted,0.0,0,46,74,2025-06-24,2025-06-18,0,0
L100344,Customer_00344,Hospitality,Germany,Trade Show,15324.32,501-1000,Grace Lee,New,0.0,4,21,55,2026-02-16,2026-02-05,0,0
L100345,Customer_00345,Healthcare,France,Partner,9482.18,1000+,Henry Chen,Proposal Sent,0.0,19,10,8,2025-03-06,2024-10-18,0,0
L100346,Customer_00346,Hospitality,Canada,Paid Ads,47587.62,201-500,Henry Chen,Qualified,0.0,10,28,62,2026-10-15,2026-06-07,0,0
L100347,Customer_00347,Hospitality,Canada,Website,20197.76,51-200,Bob Smith,Won,0.0,0,3,64,2026-11-21,2026-06-14,0,0
L100348,Customer_00348,Finance,France,Trade Show,31198.14,51-200,Bob Smith,New,0.0,17,6,92,2025-04-18,2024-12-25,0,0
